model_type,seed,action_mode,episode_id,step,success,episode_length,goal_delta_l2,goal_cosine_prev,action_prob_kl_from_prev,top1_action_changed_on_goal_update,entropy_after_update,top1_prob_after_update
baseline,11,sample,2,980,False,1000,0.03461404889822006,0.9999327312387023,6.513670086860657e-06,False,1.8343861103057861,0.27079102396965027
baseline,11,sample,2,990,False,1000,0.02484285458922386,0.9999567311015021,0.15806832909584045,False,1.833207130432129,0.27161771059036255
baseline,11,sample,3,10,True,34,0.567658543586731,0.9843899521556434,0.0011184681206941605,False,1.4050648212432861,0.5475546717643738
baseline,11,sample,3,20,True,34,0.33482861518859863,0.9963564053344645,1.6207407712936401,True,1.4860265254974365,0.5402900576591492
baseline,11,sample,3,30,True,34,0.6534162163734436,0.9902751014929354,0.014411497861146927,False,0.8600609302520752,0.7715638279914856
baseline,11,sample,4,10,True,29,0.8330888152122498,0.9509647655950448,0.0020083151757717133,False,1.3778233528137207,0.5652734041213989
baseline,11,sample,4,20,True,29,0.5630350112915039,0.9951710746088942,0.0003049350343644619,False,1.1466853618621826,0.6580329537391663
baseline,11,sample,5,10,True,170,0.9044802784919739,0.9523555274564152,0.0020118486136198044,False,1.381258249282837,0.5481790900230408
baseline,11,sample,5,20,True,170,0.34105342626571655,0.9931737631255959,0.9575930833816528,True,1.7734558582305908,0.3425641357898712
baseline,11,sample,5,30,True,170,0.40987154841423035,0.9901933412828691,0.41703498363494873,True,1.2122474908828735,0.6397356986999512
baseline,11,sample,5,40,True,170,0.27610692381858826,0.9955735652749208,0.01830819994211197,False,1.7660682201385498,0.33014222979545593
baseline,11,sample,5,50,True,170,0.2000395953655243,0.9972894430678826,0.00047240499407052994,False,1.7272224426269531,0.32254263758659363
baseline,11,sample,5,60,True,170,0.22587215900421143,0.9987304289079355,0.09711606800556183,True,1.859055519104004,0.28110310435295105
baseline,11,sample,5,70,True,170,0.14744585752487183,0.9988458324316628,0.00017241714522242546,False,1.8655327558517456,0.2763673961162567
baseline,11,sample,5,80,True,170,0.12946906685829163,0.9990159076303998,0.49068737030029297,True,1.8725640773773193,0.270313560962677
baseline,11,sample,5,90,True,170,0.4905852973461151,0.9867330765389074,0.002342982217669487,False,1.3460830450057983,0.5948933362960815
baseline,11,sample,5,100,True,170,0.2497156411409378,0.996643838936571,0.06812886148691177,False,1.7867530584335327,0.2964179515838623
baseline,11,sample,5,110,True,170,0.17813250422477722,0.9981582662336259,0.017488859593868256,False,1.841094732284546,0.2835988998413086
baseline,11,sample,5,120,True,170,0.17606134712696075,0.9984601171463756,0.0002114688977599144,False,1.6111100912094116,0.46297284960746765
baseline,11,sample,5,130,True,170,0.07260529696941376,0.9996400903404904,6.744381971657276e-05,False,1.6183878183364868,0.4591769278049469
baseline,11,sample,5,140,True,170,0.45226070284843445,0.9851485186589396,0.032100580632686615,False,1.4382801055908203,0.5598398447036743
baseline,11,sample,5,150,True,170,0.6779389977455139,0.9792004036326707,0.0004115840420126915,False,1.150831937789917,0.6557103991508484
baseline,11,sample,5,160,True,170,0.28471848368644714,0.9981701371849201,0.8574895858764648,True,1.1737358570098877,0.6442801356315613
baseline,11,sample,6,10,True,16,0.8304390907287598,0.9752502041909412,0.0009901756420731544,False,1.1314470767974854,0.6685916185379028
baseline,11,sample,7,10,True,45,0.9295811057090759,0.9412115817255582,0.0025079473853111267,False,1.4542362689971924,0.5133429169654846
baseline,11,sample,7,20,True,45,0.5966879725456238,0.9931381318022213,0.002080027014017105,False,1.5095536708831787,0.5276083946228027
baseline,11,sample,7,30,True,45,0.42298826575279236,0.9922785216426594,1.3397407531738281,True,1.6154742240905762,0.4744044840335846
baseline,11,sample,7,40,True,45,0.5776553750038147,0.9955078648671355,3.8504149415530264e-05,False,1.1015238761901855,0.6825740337371826
baseline,11,sample,8,10,True,39,0.600055992603302,0.9810962055017773,1.0675601959228516,True,1.638282299041748,0.46095943450927734
baseline,11,sample,8,20,True,39,0.7260571718215942,0.9948653776767183,3.516458511352539,True,1.2154972553253174,0.6355037093162537
baseline,11,sample,8,30,True,39,0.5181466341018677,0.9898134227644623,0.00036818208172917366,False,1.1442149877548218,0.6578004360198975
baseline,11,sample,9,10,True,19,0.9205078482627869,0.9606199718297371,0.0017863819375634193,False,1.21647047996521,0.626412570476532
baseline,11,sample,10,10,True,31,0.5728944540023804,0.9833897084943897,0.08916638046503067,False,1.6486883163452148,0.43596306443214417
baseline,11,sample,10,20,True,31,0.3665928542613983,0.9941560940688403,0.0004870416596531868,False,1.3790063858032227,0.5610232353210449
baseline,11,sample,10,30,True,31,0.6933984756469727,0.9972807581514644,5.786772817373276e-05,False,0.8785841464996338,0.7585694789886475
baseline,11,sample,11,10,True,35,0.8758364915847778,0.9619376481704349,0.019170869141817093,False,1.1632673740386963,0.6509447693824768
baseline,11,sample,11,20,True,35,0.3441161513328552,0.9930761319948208,0.00012802332639694214,False,1.1918509006500244,0.6631290912628174
baseline,11,sample,11,30,True,35,0.6422700881958008,0.9958922558899524,0.02814035676419735,False,1.1710598468780518,0.6504756212234497
baseline,11,sample,12,10,True,25,0.8223012089729309,0.981228475866779,0.010118372738361359,False,1.3432321548461914,0.5752858519554138
baseline,11,sample,12,20,True,25,0.4787547290325165,0.9887362558630105,2.837195873260498,True,1.341113805770874,0.575890064239502
baseline,11,sample,13,10,True,35,1.013424277305603,0.9782346769982901,1.8311209678649902,True,1.4072558879852295,0.5402879118919373
baseline,11,sample,13,20,True,35,0.6989967226982117,0.9782431808687718,1.1544899940490723,True,0.9872491955757141,0.7191533446311951
baseline,11,sample,13,30,True,35,0.43704915046691895,0.9986865668968179,4.749558866024017e-05,False,0.9751294851303101,0.7241156101226807
baseline,11,sample,14,10,True,58,0.5599328875541687,0.9760777700728405,0.0009786002337932587,False,1.493635892868042,0.47478798031806946
baseline,11,sample,14,20,True,58,0.4974149465560913,0.9983544035838439,0.3664945363998413,False,1.1127822399139404,0.6728745698928833
baseline,11,sample,14,30,True,58,0.40394431352615356,0.9934221018613554,1.7405637502670288,True,1.5120869874954224,0.49313709139823914
baseline,11,sample,14,40,True,58,0.4608369469642639,0.9900564310821535,0.0348503515124321,False,1.1733424663543701,0.6462219953536987
baseline,11,sample,14,50,True,58,0.36579760909080505,0.9962575881759527,1.7032523155212402,True,1.4231338500976562,0.5315794348716736
baseline,11,sample,15,10,True,47,0.48914942145347595,0.9801390853917784,0.0002699783071875572,False,1.6827806234359741,0.3454815149307251
baseline,11,sample,15,20,True,47,0.3332459032535553,0.9907782953819672,0.1524609476327896,True,1.7545807361602783,0.3391534686088562
baseline,11,sample,15,30,True,47,0.7211520671844482,0.9963036690999485,1.369449496269226,True,1.5406835079193115,0.48742571473121643
baseline,11,sample,15,40,True,47,0.3725324869155884,0.993015751817934,0.00059481430798769,False,1.5726594924926758,0.45434966683387756
baseline,11,sample,16,10,True,50,0.6069788932800293,0.9925893163711731,1.6604387760162354,True,1.5024358034133911,0.5308951139450073
baseline,11,sample,16,20,True,50,0.4367857277393341,0.9928268284703352,0.6843277215957642,True,1.5092331171035767,0.49532756209373474
baseline,11,sample,16,30,True,50,0.6105786561965942,0.9874756659474724,0.6394146084785461,True,1.75112783908844,0.30510658025741577
baseline,11,sample,16,40,True,50,0.3503391444683075,0.9987820071016442,3.181165084242821e-05,False,1.3752775192260742,0.5629340410232544
baseline,11,sample,17,10,True,37,0.5596113204956055,0.9839174768345823,0.0005775000900030136,False,1.4911646842956543,0.5108607411384583
baseline,11,sample,17,20,True,37,0.4320220947265625,0.9876151539360922,0.3327919840812683,True,1.574646234512329,0.4262841045856476
baseline,11,sample,17,30,True,37,0.7496463060379028,0.9901643453161916,9.000394493341446e-05,False,1.1088588237762451,0.6784186959266663
baseline,11,sample,18,10,True,45,0.9266306161880493,0.9582922986386678,0.001321498304605484,False,1.0256291627883911,0.7033359408378601
baseline,11,sample,18,20,True,45,0.29963386058807373,0.9957870891696738,4.586717113852501e-05,False,1.2138361930847168,0.6308961510658264
baseline,11,sample,18,30,True,45,0.36401858925819397,0.9960726533506167,0.00014333706349134445,False,1.508566975593567,0.4899566173553467
baseline,11,sample,18,40,True,45,0.23897381126880646,0.9977520241255182,0.00013945926912128925,False,1.351450800895691,0.5742813348770142
baseline,11,sample,19,10,True,37,0.9056007862091064,0.9840675012714855,0.6509420275688171,True,1.5121738910675049,0.4898770749568939
baseline,11,sample,19,20,True,37,0.6490268111228943,0.9782493307381845,0.04444849118590355,False,1.2045087814331055,0.6317101120948792
baseline,11,sample,19,30,True,37,0.6262874603271484,0.9992943887970853,1.680803894996643,True,0.6339900493621826,0.8465384244918823
baseline,11,sample,20,10,True,48,0.5293665528297424,0.978555602847264,0.0005518635734915733,False,1.7937135696411133,0.32628142833709717
baseline,11,sample,20,20,True,48,0.6511380672454834,0.9839596246815735,0.003477914724498987,False,1.2196369171142578,0.6276531219482422
baseline,11,sample,20,30,True,48,0.500910758972168,0.9952992465880522,1.7960466146469116,True,1.50972318649292,0.4848445653915405
baseline,11,sample,20,40,True,48,0.2778409421443939,0.9991301946052001,4.385225474834442e-05,False,1.3997917175292969,0.5115430951118469
baseline,11,sample,21,10,True,31,0.6715883016586304,0.9711013076174594,0.0010469723492860794,False,1.3749041557312012,0.5617040395736694
baseline,11,sample,21,20,True,31,0.4886341094970703,0.9978673183243856,5.5945245549082756e-05,False,1.2819058895111084,0.6032409071922302
baseline,11,sample,21,30,True,31,0.6702742576599121,0.9974719632686307,6.187366962432861,True,0.9907687902450562,0.7092640995979309
baseline,11,sample,22,10,True,43,0.877306342124939,0.9837933957802287,0.00045822886750102043,False,1.5134429931640625,0.49691036343574524
baseline,11,sample,22,20,True,43,0.684170126914978,0.9726799564920945,0.0013994202017784119,False,1.37286376953125,0.5544291734695435
baseline,11,sample,22,30,True,43,0.48341161012649536,0.9883988784903381,1.764587640762329,True,1.2957544326782227,0.5629280805587769
baseline,11,sample,22,40,True,43,0.38919639587402344,0.994917509989083,0.5125144124031067,True,1.5162153244018555,0.49256381392478943
baseline,11,sample,23,10,True,21,0.6595385074615479,0.9837136483383164,0.0003333813510835171,False,1.4046556949615479,0.5443326234817505
baseline,11,sample,23,20,True,21,0.752839982509613,0.993502384802462,0.018154188990592957,False,0.7474582195281982,0.8079885244369507
baseline,11,sample,24,10,True,41,0.6212767958641052,0.9821837109641073,0.0010824259370565414,False,1.3588958978652954,0.5680323839187622
baseline,11,sample,24,20,True,41,0.42800626158714294,0.9904619179103221,0.1813478171825409,True,1.5089280605316162,0.482187420129776
baseline,11,sample,24,30,True,41,0.366619348526001,0.9933932290326709,1.1111459732055664,True,1.6313700675964355,0.4653269946575165
baseline,11,sample,24,40,True,41,1.00687837600708,0.9943058487726617,6.664702415466309,True,1.011730670928955,0.6964914202690125
baseline,11,sample,25,10,True,40,0.9552431702613831,0.9471734958362542,0.03849558159708977,False,1.2101236581802368,0.6289570927619934
baseline,11,sample,25,20,True,40,0.5336681008338928,0.9959344936755504,1.7245936393737793,True,1.4244877099990845,0.5367653369903564
baseline,11,sample,25,30,True,40,0.17418447136878967,0.9987488319849157,7.499847561120987e-05,False,1.5466325283050537,0.4891301691532135
baseline,11,sample,26,10,True,29,0.49356937408447266,0.9803825488679584,0.3992569148540497,True,1.5643868446350098,0.46973901987075806
baseline,11,sample,26,20,True,29,0.7313326001167297,0.9839490264873043,0.001969527453184128,False,1.1771756410598755,0.6449587345123291
baseline,11,sample,27,10,True,22,0.5576604604721069,0.9857398235083548,0.0006161555647850037,False,1.509748935699463,0.49576807022094727
baseline,11,sample,27,20,True,22,0.6279726624488831,0.9899203685067718,0.010602237656712532,False,0.9231122732162476,0.7479619383811951
baseline,11,sample,28,10,True,33,0.722054123878479,0.9845351350941014,0.00036067073233425617,False,1.5368726253509521,0.4905877411365509
baseline,11,sample,28,20,True,33,0.49976348876953125,0.985810541455701,0.010560814291238785,False,1.3732861280441284,0.5649384260177612
baseline,11,sample,28,30,True,33,0.5899450182914734,0.9964380033494796,8.89897346496582e-05,False,1.1157301664352417,0.6768395900726318
baseline,11,sample,29,10,True,26,0.8129510283470154,0.9668245686314918,0.0009798621758818626,False,1.2477033138275146,0.6154142022132874
baseline,11,sample,29,20,True,26,0.3115496039390564,0.9978632484784182,1.650923728942871,True,1.5362918376922607,0.491933137178421
baseline,11,sample,30,10,True,28,0.6187272667884827,0.9838575634425655,0.0007531344890594482,False,1.4245866537094116,0.5378502011299133
baseline,11,sample,30,20,True,28,0.39955443143844604,0.9968043890391393,2.2129104137420654,True,1.159111499786377,0.6590334177017212
baseline,11,sample,31,10,True,25,0.9178944826126099,0.9777231917051872,0.0007308339700102806,False,1.2548778057098389,0.6129218339920044
baseline,11,sample,31,20,True,25,0.38757315278053284,0.9958619491324981,9.115471038967371e-05,False,1.5120742321014404,0.49577710032463074
baseline,11,sample,32,10,True,29,1.0362752676010132,0.9385162583419752,1.308919072151184,True,1.1779861450195312,0.6418172717094421
baseline,11,sample,32,20,True,29,0.39636099338531494,0.9963697609578885,0.00011717947199940681,False,1.5094629526138306,0.49677327275276184
baseline,11,sample,33,10,True,39,0.9913594722747803,0.9832300527029706,0.0006667431443929672,False,1.4251936674118042,0.5392869114875793
baseline,11,sample,33,20,True,39,0.3147174119949341,0.9957117007511109,3.0760838985443115,True,1.078122854232788,0.6866390705108643
baseline,11,sample,33,30,True,39,0.3675253987312317,0.9943417323827138,0.00039779534563422203,False,1.5069096088409424,0.48861199617385864
baseline,11,sample,34,10,True,27,0.6198381185531616,0.9823297909230642,0.0007152212783694267,False,1.3366060256958008,0.5835025310516357
baseline,11,sample,34,20,True,27,0.414187490940094,0.9928814731730252,0.0005174903199076653,False,1.2535090446472168,0.6148437261581421
baseline,11,sample,35,10,True,52,0.6575598120689392,0.9915471206375451,0.0003001149743795395,False,1.147636890411377,0.6624153256416321
baseline,11,sample,35,20,True,52,0.42579808831214905,0.9932949917917494,0.00013907079119235277,False,1.5129735469818115,0.4893966615200043
baseline,11,sample,35,30,True,52,0.4990347623825073,0.9885366114450845,0.000258247135207057,False,1.2223080396652222,0.6272625923156738
baseline,11,sample,35,40,True,52,0.39255547523498535,0.9932976074662523,2.911970376968384,True,1.1055285930633545,0.6793472170829773
baseline,11,sample,35,50,True,52,0.6841880679130554,0.995549664092074,5.565930366516113,True,0.8644652366638184,0.7642264366149902
baseline,11,sample,36,10,True,29,0.8299434781074524,0.9752289570260829,1.0321089029312134,True,1.2051441669464111,0.6288427114486694
baseline,11,sample,36,20,True,29,0.42551982402801514,0.997399056790863,0.0054090432822704315,False,1.139660120010376,0.6611534953117371
baseline,11,sample,37,10,True,22,0.6980156302452087,0.9772711731383293,0.7713545560836792,True,1.5124586820602417,0.5001861453056335
baseline,11,sample,37,20,True,22,0.728996753692627,0.9946891321670583,2.5691888332366943,True,1.002580165863037,0.7453600764274597
baseline,11,sample,38,10,True,21,1.043782114982605,0.9828844260759456,0.7853436470031738,True,1.4049994945526123,0.5413123965263367
baseline,11,sample,38,20,True,21,0.9298068881034851,0.9930892482994547,0.019210830330848694,False,0.800651490688324,0.7871702313423157
baseline,11,sample,39,10,True,30,0.9238033890724182,0.9526808973932602,0.0017170272767543793,False,1.2245888710021973,0.6260446310043335
baseline,11,sample,39,20,True,30,0.48858851194381714,0.9899562629407609,4.054142475128174,True,1.1933951377868652,0.6370964050292969
baseline,11,sample,40,10,True,30,0.9700047969818115,0.9368914160607964,3.1002073287963867,True,1.372514247894287,0.552570104598999
baseline,11,sample,40,20,True,30,0.3093090355396271,0.9956800578184197,1.6687084436416626,True,1.3250162601470947,0.6149781942367554
baseline,11,sample,41,10,True,35,0.6819700598716736,0.9836693095467214,2.196892023086548,True,1.3924305438995361,0.5337278842926025
baseline,11,sample,41,20,True,35,0.5347293615341187,0.9874617515624854,0.0011072643101215363,False,1.6363468170166016,0.44269129633903503
baseline,11,sample,41,30,True,35,0.4367332458496094,0.9945015540462259,0.00025108223780989647,False,0.8951419591903687,0.7586234211921692
baseline,11,sample,42,10,True,51,1.0611555576324463,0.9776142817381924,0.0009758556261658669,False,1.4022958278656006,0.5192533135414124
baseline,11,sample,42,20,True,51,0.46302151679992676,0.9899960388063287,0.3179965615272522,True,1.447081208229065,0.5319218635559082
baseline,11,sample,42,30,True,51,0.49804651737213135,0.9968238422416092,0.0001598261296749115,False,1.395025372505188,0.5244686007499695
baseline,11,sample,42,40,True,51,0.15375041961669922,0.9989846598298248,0.7292157411575317,True,1.5056304931640625,0.49323341250419617
baseline,11,sample,42,50,True,51,0.6930966973304749,0.9975364007298974,5.688350677490234,True,1.001792550086975,0.6921846270561218
baseline,11,sample,43,10,True,29,0.6754913330078125,0.9819908662194199,0.6615921258926392,True,1.5191829204559326,0.4967012107372284
baseline,11,sample,43,20,True,29,0.3377123475074768,0.9954949321969347,3.2543163299560547,True,1.06947660446167,0.690125048160553
baseline,11,sample,44,10,True,24,0.8836594820022583,0.9571250055375409,0.9817762970924377,True,1.3204220533370972,0.5762057304382324
baseline,11,sample,44,20,True,24,0.7423675060272217,0.996416312254324,0.002590061165392399,False,0.8639895915985107,0.7700181007385254
baseline,11,sample,45,10,True,34,0.7236126065254211,0.9622411005701393,0.0014737192541360855,False,1.4498214721679688,0.5221759080886841
baseline,11,sample,45,20,True,34,0.6461474895477295,0.9952134369956476,0.716045618057251,True,1.5128870010375977,0.4949021339416504
baseline,11,sample,45,30,True,34,0.22713997960090637,0.9981508737616132,0.4623846709728241,True,1.5323759317398071,0.48966068029403687
baseline,11,sample,46,10,True,32,0.8299812078475952,0.9669138666233066,0.0011596661061048508,False,1.1547231674194336,0.6539978384971619
baseline,11,sample,46,20,True,32,0.5082991123199463,0.9873019166480731,0.9409611225128174,True,1.3431649208068848,0.5696591138839722
baseline,11,sample,46,30,True,32,0.7941464185714722,0.9801019368182596,4.231521129608154,True,0.48468905687332153,0.8979997634887695
baseline,11,sample,47,10,True,30,0.6305092573165894,0.9735799886615564,1.803629755973816,True,1.5461996793746948,0.46197620034217834
baseline,11,sample,47,20,True,30,0.7478262782096863,0.971920039414363,0.8930400013923645,True,1.1771893501281738,0.6436848044395447
baseline,11,sample,48,10,True,35,1.0938292741775513,0.9623884826571016,0.007969745434820652,False,1.174628496170044,0.6435304284095764
baseline,11,sample,48,20,True,35,0.4067218601703644,0.99091362999362,0.00018148845992982388,False,1.4241468906402588,0.5420871376991272
baseline,11,sample,48,30,True,35,0.3348003029823303,0.9946544006461364,0.10972768068313599,False,1.455233097076416,0.561684250831604
baseline,11,sample,49,10,True,36,0.9402162432670593,0.9445913368740827,0.002181345596909523,False,1.3014425039291382,0.5853314399719238
baseline,11,sample,49,20,True,36,0.35174256563186646,0.9963387748227548,0.00011684093624353409,False,1.2047629356384277,0.6356229186058044
baseline,11,sample,49,30,True,36,0.6725189685821533,0.9955553257070523,0.003839014796540141,False,0.8968344330787659,0.7582753896713257
baseline,11,sample,50,10,True,40,0.7562845945358276,0.9775292191562683,0.0005511036142706871,False,1.3976446390151978,0.5558401942253113
baseline,11,sample,50,20,True,40,0.5552270412445068,0.981182043641979,0.014993155375123024,False,1.3898909091949463,0.5565752387046814
baseline,11,sample,50,30,True,40,0.49882349371910095,0.9929309897823261,0.0013250801712274551,False,1.5270713567733765,0.5189547538757324
baseline,11,sample,51,10,True,34,0.7107574939727783,0.9712051213118041,0.001189686357975006,False,1.3275389671325684,0.5803148746490479
baseline,11,sample,51,20,True,34,0.5650212168693542,0.9942969810600596,0.014729984104633331,False,1.164272665977478,0.6487141847610474
baseline,11,sample,51,30,True,34,0.851960301399231,0.9864805957641154,0.004271702840924263,False,1.0108826160430908,0.7423405647277832
baseline,11,sample,52,10,True,26,0.9927604794502258,0.9379511307667381,0.0023422222584486008,False,1.2603908777236938,0.6041656136512756
baseline,11,sample,52,20,True,26,0.761067807674408,0.9969641901543218,0.007139943540096283,False,0.8125641942024231,0.7869893312454224
baseline,11,sample,53,10,True,25,0.9109903573989868,0.968309449254456,0.0010001026093959808,False,1.1798288822174072,0.6413463950157166
baseline,11,sample,53,20,True,25,0.5782467722892761,0.9964576677931977,0.006247416138648987,False,0.8140509128570557,0.7864429354667664
baseline,11,sample,54,10,True,21,0.8757753968238831,0.9655114052710604,0.015486404299736023,False,1.1814934015274048,0.6404767036437988
baseline,11,sample,54,20,True,21,0.7287372946739197,0.9981979439596681,0.00022848695516586304,False,1.0071370601654053,0.6958312392234802
baseline,11,sample,55,10,True,22,0.9039522409439087,0.9655488582206799,3.0001654624938965,True,1.1110928058624268,0.6763033866882324
baseline,11,sample,55,20,True,22,0.6533457040786743,0.991194039192979,1.6982769966125488,True,0.7192395925521851,0.8199707865715027
baseline,11,sample,56,10,True,26,0.8524053692817688,0.9789644749461665,0.004246561788022518,False,1.2594947814941406,0.6156414151191711
baseline,11,sample,56,20,True,26,0.5913769006729126,0.9935700409609273,0.7069026231765747,True,1.399221420288086,0.5179553627967834
baseline,11,sample,57,10,True,46,0.48914942145347595,0.9801390853917784,1.5780746936798096,True,1.6827806234359741,0.3454815149307251
baseline,11,sample,57,20,True,46,0.6607285141944885,0.9961207416586076,1.6337330341339111,True,1.5334389209747314,0.515576183795929
baseline,11,sample,57,30,True,46,0.41255831718444824,0.994617190299511,1.7762562036514282,True,1.5084855556488037,0.49491503834724426
baseline,11,sample,57,40,True,46,0.2516072690486908,0.9992779505797533,2.5101820938289165e-05,False,1.4025310277938843,0.5361763834953308
baseline,11,sample,58,10,True,34,0.8522421717643738,0.9795046051894697,0.6886284947395325,True,1.5402616262435913,0.4890235364437103
baseline,11,sample,58,20,True,34,0.717524528503418,0.9783684816510912,1.1577587127685547,True,1.0848710536956787,0.677994966506958
baseline,11,sample,58,30,True,34,0.9780431389808655,0.980794164053157,0.005615510046482086,False,1.0140020847320557,0.7411465048789978
baseline,11,sample,59,10,True,25,0.5562427043914795,0.9849008177674872,2.7365734577178955,True,1.0759495496749878,0.6915543675422668
baseline,11,sample,59,20,True,25,0.5450271368026733,0.9908899609285585,2.269906520843506,True,1.3947539329528809,0.5217232704162598
baseline,11,sample,60,10,True,43,0.6153647899627686,0.9727099562034112,0.4412965476512909,False,1.9293813705444336,0.199721097946167
baseline,11,sample,60,20,True,43,0.295543909072876,0.9937167789906348,0.8637923002243042,True,1.8048114776611328,0.32291311025619507
baseline,11,sample,60,30,True,43,0.6779107451438904,0.9857504520047294,1.066917896270752,True,1.0871754884719849,0.678754448890686
baseline,11,sample,60,40,True,43,0.7152516841888428,0.9924609392716468,0.007487466558814049,False,0.8901165723800659,0.7608941197395325
baseline,11,sample,61,10,True,36,0.777047336101532,0.9570604909262793,0.8091615438461304,True,1.4324450492858887,0.5238001942634583
baseline,11,sample,61,20,True,36,0.7360751032829285,0.9854220664862146,0.003357112407684326,False,1.5035722255706787,0.5309813618659973
baseline,11,sample,61,30,True,36,0.37803182005882263,0.995606495031962,0.00019790232181549072,False,1.3309297561645508,0.5849048495292664
baseline,11,sample,62,10,True,27,0.5874043107032776,0.984050603564993,2.6014504432678223,True,1.1025855541229248,0.6803880929946899
baseline,11,sample,62,20,True,27,0.6375043988227844,0.9866795469741918,0.5385395288467407,False,1.2480638027191162,0.6172617077827454
baseline,11,sample,63,10,True,32,0.8749271631240845,0.9569848132971676,0.004413707181811333,False,1.2345409393310547,0.6210390329360962
baseline,11,sample,63,20,True,32,0.4415489435195923,0.9895267153507807,0.14236092567443848,False,0.9532619714736938,0.7214678525924683
baseline,11,sample,63,30,True,32,0.5949914455413818,0.995601502805636,4.443562984466553,True,0.6065583229064941,0.8444832563400269
baseline,11,sample,64,10,True,39,0.8298118114471436,0.9758248520202404,2.2570314407348633,True,1.2970292568206787,0.5952683091163635
baseline,11,sample,64,20,True,39,0.6838355660438538,0.9775988485104915,0.0012956112623214722,False,1.3499120473861694,0.5656028389930725
baseline,11,sample,64,30,True,39,0.37898802757263184,0.9958501794377932,2.2530415058135986,True,1.5114564895629883,0.49621936678886414
baseline,11,sample,65,10,True,43,0.712602972984314,0.9872484911630395,0.0006876485422253609,False,1.2310148477554321,0.6233844757080078
baseline,11,sample,65,20,True,43,0.3584536910057068,0.9942670505813481,0.00022126594558358192,False,1.213026762008667,0.6307148933410645
baseline,11,sample,65,30,True,43,0.37052619457244873,0.9935299833553707,0.943693995475769,True,1.2592929601669312,0.6053582429885864
baseline,11,sample,65,40,True,43,0.7480208277702332,0.9824659480392253,0.0006177783943712711,False,1.1088496446609497,0.6797717809677124
baseline,11,sample,66,10,True,39,0.6650726795196533,0.9804447750991829,0.0002840367378666997,False,1.5136594772338867,0.5262609720230103
baseline,11,sample,66,20,True,39,0.4855269193649292,0.986120882884402,0.0014062877744436264,False,1.5904237031936646,0.48816370964050293
baseline,11,sample,66,30,True,39,0.5801376104354858,0.9976385674239963,2.2551157474517822,True,1.2297742366790771,0.6256883144378662
baseline,11,sample,67,10,True,25,1.1318758726119995,0.9491497708588557,1.2621347904205322,True,1.0605549812316895,0.6871657371520996
baseline,11,sample,67,20,True,25,0.4386518597602844,0.995179097446908,0.00022734515368938446,False,1.5095387697219849,0.49849802255630493
baseline,11,sample,68,10,True,28,0.7859199047088623,0.9710482719101526,0.010634572245180607,False,1.1667184829711914,0.6489916443824768
baseline,11,sample,68,20,True,28,0.3365800082683563,0.9948943176134651,1.5011937618255615,True,1.558583378791809,0.5046138763427734
baseline,11,sample,69,10,True,28,0.7465531229972839,0.9632179128147275,0.0013866834342479706,False,1.3276114463806152,0.5845436453819275
baseline,11,sample,69,20,True,28,0.41718554496765137,0.9968788111961174,0.004030207172036171,False,1.1922003030776978,0.6445044279098511
baseline,11,sample,70,10,True,38,0.8589033484458923,0.9836866099253597,1.5639084577560425,True,1.5219141244888306,0.496104896068573
baseline,11,sample,70,20,True,38,0.6071873903274536,0.9918239084002196,0.000271419994533062,False,1.1277804374694824,0.6699939966201782
baseline,11,sample,70,30,True,38,0.2340918928384781,0.9983126695279504,2.819625660777092e-05,False,1.1063309907913208,0.6805517673492432
baseline,11,sample,71,10,True,23,0.7817689776420593,0.9772635042329233,0.0005168686038814485,False,1.514357328414917,0.4884428381919861
baseline,11,sample,71,20,True,23,0.7676065564155579,0.988209036207383,1.5279673337936401,True,0.8260728120803833,0.780332088470459
baseline,11,sample,72,10,True,32,0.5189847946166992,0.9874117950593349,1.8508923053741455,True,1.2301177978515625,0.6556209921836853
baseline,11,sample,72,20,True,32,0.6621930003166199,0.9768030485595985,0.0017061177641153336,False,1.5104923248291016,0.5051986575126648
baseline,11,sample,72,30,True,32,0.778810977935791,0.9975572343822884,0.00011223088949918747,False,0.8085126280784607,0.790910005569458
baseline,11,sample,73,10,True,32,0.7482756972312927,0.963525259253852,0.0012706592679023743,False,1.3244564533233643,0.5859931707382202
baseline,11,sample,73,20,True,32,0.4628962576389313,0.9951595467194077,3.1331286430358887,True,1.09310781955719,0.6797569990158081
baseline,11,sample,73,30,True,32,0.9409557580947876,0.9902086969170485,0.010463731363415718,False,0.7255804538726807,0.8158908486366272
baseline,11,sample,74,10,True,27,0.9983302354812622,0.9807641687388315,0.004839932546019554,False,1.1489564180374146,0.6611568927764893
baseline,11,sample,74,20,True,27,0.3594314157962799,0.9947014670385268,0.00038194283843040466,False,1.3693814277648926,0.565366268157959
baseline,11,sample,75,10,True,21,1.067976474761963,0.9636966769579755,0.030597258359193802,False,1.1721184253692627,0.644784152507782
baseline,11,sample,75,20,True,21,0.8452593088150024,0.997726737098336,6.535158634185791,True,1.056900978088379,0.6743413805961609
baseline,11,sample,76,10,True,41,0.5039543509483337,0.9855511249010094,1.7218412160873413,True,1.6909034252166748,0.3899284601211548
baseline,11,sample,76,20,True,41,0.42365387082099915,0.9960564856121504,3.062030792236328,True,1.0853444337844849,0.6832780241966248
